Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22029145m	NR2C2	44.186	43.2
Ocbimv22015991m	HERC2	43.902	43.2
Ocbimv22032487m	CYP2C8	43.75	43.2
Ocbimv22005288m	NFKBIE	42.857	43.2
Ocbimv22005289m	NFKBIE	42.857	43.2
Ocbimv22009118m	SLC17A1	42.5	43.2
Ocbimv22012204m	DHRS13	42.222	43.2
Ocbimv22007483m	RIPK1	41.86	43.2
Ocbimv22001102m	SUMO2	41.667	43.2
Ocbimv22007600m	CDC34	41.667	43.2
Ocbimv22008490m	MOSMO	41.463	43.2
Ocbimv22031750m	MMP25	41.304	43.2
Ocbimv22003041m	CDH23	40.816	43.2
Ocbimv22032448m	CD6	40.625	43.2
Ocbimv22033193m	ADGRL2	40.541	43.2
Ocbimv22031871m	ANKS1A	40.0	43.2
Ocbimv22031872m	ANKS1A	40.0	43.2
Ocbimv22038762m	RPS6KL1	40.0	43.2
Ocbimv22038763m	RPS6KL1	40.0	43.2
Ocbimv22038764m	RPS6KL1	40.0	43.2
Ocbimv22031827m	ABCA6	39.623	43.2
Ocbimv22013841m	THEGL	39.535	43.2
Ocbimv22025745m	TIGD1	39.535	43.2
Ocbimv22027824m	EPRS1	39.535	43.2
Ocbimv22013061m	VIT	39.13	43.2
Ocbimv22019313m	COL6A5	39.13	43.2
Ocbimv22026814m	description:novel	39.13	43.2
Ocbimv22020596m	RGS20	39.024	43.2
Ocbimv22005969m	CHST10	38.889	43.2
Ocbimv22032486m	CYP27C1	38.636	43.2
Ocbimv22026543m	CXCR2	38.462	43.2
Ocbimv22008294m	ZMYM6	38.333	43.2
Ocbimv22010765m	FAM227A	38.298	43.2
Ocbimv22023822m	ZFAT	38.298	43.2
Ocbimv22006395m	AGPAT4	37.838	43.2
Ocbimv22006396m	AGPAT4	37.838	43.2
Ocbimv22001252m	TBC1D8	37.778	43.2
Ocbimv22001253m	TBC1D8	37.778	43.2
Ocbimv22020902m	SLC22A31	37.736	43.2
Ocbimv22021863m	CCT7	37.5	43.2
Ocbimv22030533m	IVD	37.5	43.2
Ocbimv22030534m	IVD	37.5	43.2
Ocbimv22017744m	RPTN	37.209	43.2
Ocbimv22031174m	ZBED9	37.037	43.2
Ocbimv22002337m	ZMYM6	36.585	43.2
Ocbimv22005087m	FYN	36.585	43.2
Ocbimv22039839m	ALOX15B	36.585	43.2
Ocbimv22039067m	PLOD3	36.364	43.2
Ocbimv22007285m	CLCNKA	36.0	43.2
Ocbimv22007286m	CLCNKA	36.0	43.2
Ocbimv22004628m	SULT6B1	35.714	43.2
Ocbimv22018894m	DBT	35.714	43.2
Ocbimv22012241m	COL22A1	35.417	43.2
Ocbimv22029951m	RAB25	35.294	43.2
Ocbimv22036319m	F8	35.294	43.2
Ocbimv22020622m	IQSEC1	35.0	43.2
Ocbimv22038347m	LSM4	34.694	43.2
Ocbimv22002866m	WWOX	34.483	43.2
Ocbimv22004998m	NMRAL1	34.483	43.2
Ocbimv22023716m	GSTA3	34.483	43.2
Ocbimv22012262m	CHRNA6	34.286	43.2
Ocbimv22023309m	USH2A	34.146	43.2
Ocbimv22006851m	OPRK1	34.043	43.2
Ocbimv22004543m	RGL3	33.333	43.2
Ocbimv22015215m	TAF5	33.333	43.2
Ocbimv22016493m	CDCP2	33.333	43.2
Ocbimv22028981m	GCDH	33.333	43.2
Ocbimv22030542m	PER1	33.333	43.2
Ocbimv22032221m	ASAH1	33.333	43.2
Ocbimv22013572m	DBH	32.857	43.2
Ocbimv22004736m	TBC1D17	32.759	43.2
Ocbimv22004738m	TBC1D17	32.759	43.2
Ocbimv22004743m	TBC1D17	32.759	43.2
Ocbimv22004746m	TBC1D17	32.759	43.2
Ocbimv22008068m	CYP3A43	32.759	43.2
Ocbimv22008238m	SLC16A12	32.727	43.2
Ocbimv22039049m	HSPD1	32.609	43.2
Ocbimv22027525m	ACSM1	32.394	43.2
Ocbimv22000771m	SLC22A3	32.075	43.2
Ocbimv22023087m	SLC25A48	32.075	43.2
Ocbimv22023088m	SLC25A48	32.075	43.2
Ocbimv22001080m	SYT11	31.915	43.2
Ocbimv22001081m	SYT11	31.915	43.2
Ocbimv22000278m	ALAS2	31.579	43.2
Ocbimv22000279m	ALAS2	31.579	43.2
Ocbimv22000280m	ALAS2	31.579	43.2
Ocbimv22000281m	ALAS2	31.579	43.2
Ocbimv22016021m	MOV10L1	31.25	43.2
Ocbimv22024573m	GPR139	31.25	43.2
Ocbimv22039945m	ANKRD6	31.148	43.2
Ocbimv22003080m	DSPP	31.111	43.2
Ocbimv22012263m	CHRNA9	31.034	43.2
Ocbimv22013271m	KRTAP4-3	30.303	43.2
Ocbimv22039661m	CDK5	30.263	43.2
Ocbimv22039662m	CDK5	30.263	43.2
Ocbimv22005316m	LAS1L	30.233	43.2
Ocbimv22030663m	TTC6	30.12	43.2
Ocbimv22012123m	FBXL2	29.688	43.2
Ocbimv22012124m	FBXL2	29.688	43.2
Ocbimv22008706m	HTR3C	29.63	43.2
Ocbimv22003946m	ASB16	29.577	43.2
Ocbimv22021741m	P3H2	29.333	43.2
Ocbimv22030108m	KDM1B	29.231	43.2
Ocbimv22030428m	FEM1A	29.167	43.2
Ocbimv22005964m	ARL6	28.814	43.2
Ocbimv22032133m	ANKRD17	28.358	43.2
Ocbimv22027874m	ADCY1	28.169	43.2
Ocbimv22017359m	DOC2B	27.778	43.2
Ocbimv22031266m	TUBD1	27.586	43.2
Ocbimv22010128m	HCAR3	27.536	43.2
Ocbimv22025091m	MYBPH	27.5	43.2
Ocbimv22024833m	PTBP1	26.582	43.2
Ocbimv22039056m	SLC16A4	26.316	43.2
Ocbimv22039254m	ZMYM6	25.714	43.2
Ocbimv22028913m	ZNF862	25.0	43.2
Ocbimv22009708m	ANKRD55	24.468	43.2
Ocbimv22028520m	CLCN1	22.581	43.2
Ocbimv22028521m	CLCN1	22.581	43.2
Ocbimv22013146m	MUC2	58.333	43.3
Ocbimv22004808m	COLEC10	47.619	43.3
Ocbimv22009404m	DLGAP5	44.444	43.3
Ocbimv22021554m	CDH8	34.483	43.3
Ocbimv22031236m	MX2	32.143	43.3
Ocbimv22003076m	MGAM2	24.138	43.3
Ocbimv22026010m	PAX6	85.0	43.4
Ocbimv22004155m	EIF2A	54.839	43.4
Ocbimv22004799m	ADIPOQ	47.368	43.4
Ocbimv22004800m	ADIPOQ	47.368	43.4
Ocbimv22004801m	ADIPOQ	47.368	43.4
Ocbimv22017883m	CDH1	43.75	43.4
Ocbimv22005036m	COL14A1	40.476	43.4
Ocbimv22037210m	FKBP11	37.037	43.4
Ocbimv22036008m	NPEPPS	36.0	43.4
Ocbimv22008539m	PUF60	25.373	43.4
Ocbimv22006243m	TCF4	77.273	43.5
Ocbimv22018057m	KAT6B	52.0	43.5
Ocbimv22009507m	CEMIP2	48.649	43.5
Ocbimv22026223m	POLH	45.455	43.5
Ocbimv22026224m	POLH	45.455	43.5
Ocbimv22013294m	RIPK1	37.5	43.5
Ocbimv22012466m	AFAP1	37.209	43.5
Ocbimv22012467m	AFAP1	37.209	43.5
Ocbimv22012468m	AFAP1	37.209	43.5
Ocbimv22012469m	AFAP1	37.209	43.5
Ocbimv22007166m	FLNB	36.0	43.5
Ocbimv22031233m	MX2	32.143	43.5
Ocbimv22031234m	MX2	32.143	43.5
Ocbimv22031238m	MX2	32.143	43.5
Ocbimv22021002m	GAN	32.0	43.5
Ocbimv22008001m	NUB1	28.986	43.5
Ocbimv22020760m	GOLGA3	19.643	43.5
Ocbimv22020761m	GOLGA3	19.643	43.5
Ocbimv22020762m	GOLGA3	19.643	43.5
Ocbimv22005714m	SMC4	16.667	43.5
Ocbimv22015748m	MAGI3	50.0	43.6
Ocbimv22029608m	KRT19	48.837	43.6
Ocbimv22005035m	COL14A1	40.476	43.6
Ocbimv22016726m	IRF5	39.394	43.6
Ocbimv22031431m	MAGEA4	32.812	43.6
Ocbimv22039855m	LNX2	28.378	43.6
Ocbimv22026308m	ADPRHL1	24.675	43.6
Ocbimv22032179m	CRNKL1	21.805	43.6
Ocbimv22038515m	NAMPT	70.833	43.7
Ocbimv22032806m	DGKQ	68.0	43.7
Ocbimv22009654m	FKBP1A	62.963	43.7
Ocbimv22018420m	SHKBP1	62.963	43.7
Ocbimv22023798m	MYO19	59.375	43.7
Ocbimv22025835m	RNF167	59.259	43.7
Ocbimv22016008m	IFRD2	57.576	43.7
Ocbimv22011223m	FGD6	56.667	43.7
Ocbimv22023080m	TUBA4A	55.882	43.7
Ocbimv22020706m	AMPD3	54.839	43.7
Ocbimv22033629m	HSF1	54.839	43.7
Ocbimv22008042m	USP13	54.545	43.7
Ocbimv22037472m	PABPC1	53.125	43.7
Ocbimv22035235m	ZNF680	51.613	43.7
Ocbimv22009809m	UNC5A	51.429	43.7
Ocbimv22006296m	DNASE2	51.351	43.7
Ocbimv22006297m	DNASE2	51.351	43.7
Ocbimv22004691m	BCL6B	50.0	43.7
Ocbimv22016956m	KIFBP	50.0	43.7
Ocbimv22029558m	ACSL1	50.0	43.7
Ocbimv22029559m	ACSL1	50.0	43.7
Ocbimv22029560m	ACSL1	50.0	43.7
Ocbimv22037915m	DDX3X	50.0	43.7
Ocbimv22014266m	CACNG5	48.485	43.7
Ocbimv22002032m	HGSNAT	48.387	43.7
Ocbimv22020678m	PPP1CB	48.387	43.7
Ocbimv22012438m	VPS35L	47.5	43.7
Ocbimv22008610m	TRAF6	46.875	43.7
Ocbimv22025834m	ATP1B4	46.875	43.7
Ocbimv22032876m	SYT10	45.833	43.7
Ocbimv22008005m	ASB16	45.238	43.7
Ocbimv22025889m	MID1IP1	45.0	43.7
Ocbimv22011966m	SLC12A8	44.737	43.7
Ocbimv22039139m	SLC26A6	44.737	43.7
Ocbimv22039140m	SLC26A6	44.737	43.7
Ocbimv22015812m	SPG7	44.681	43.7
Ocbimv22035289m	SLC17A9	44.444	43.7
Ocbimv22039201m	CLCNKB	43.902	43.7
Ocbimv22039202m	CLCNKB	43.902	43.7
Ocbimv22039203m	CLCNKB	43.902	43.7
Ocbimv22039204m	CLCNKB	43.902	43.7
Ocbimv22008464m	PRMT2	43.333	43.7
Ocbimv22033730m	DNAH12	43.243	43.7
Ocbimv22007749m	SLC22A8	43.182	43.7
Ocbimv22000971m	ZMYM6	41.463	43.7
Ocbimv22010010m	CSMD1	41.176	43.7
Ocbimv22003693m	HIPK4	41.026	43.7
Ocbimv22015979m	NMUR1	40.816	43.7
Ocbimv22023633m	MMP21	40.476	43.7
Ocbimv22032938m	COL14A1	40.476	43.7
Ocbimv22029009m	DHRS12	40.323	43.7
Ocbimv22006653m	SLC44A3	40.0	43.7
Ocbimv22034314m	MYL4	40.0	43.7
Ocbimv22031846m	CYBC1	39.583	43.7
Ocbimv22021742m	P3H3	39.13	43.7
Ocbimv22011167m	DOK7	39.024	43.7
Ocbimv22010704m	LGR6	38.889	43.7
Ocbimv22001399m	FBXL20	38.776	43.7
Ocbimv22025862m	GTF3C2	38.462	43.7
Ocbimv22024928m	BTG4	38.235	43.7
Ocbimv22020560m	COL14A1	38.095	43.7
Ocbimv22001220m	KIF5A	38.0	43.7
Ocbimv22037980m	LGALS3	38.0	43.7
Ocbimv22037981m	LGALS3	38.0	43.7
Ocbimv22029567m	FGD2	37.736	43.7
Ocbimv22038842m	LRRC71	37.037	43.7
Ocbimv22004239m	SLC22A10	36.842	43.7
Ocbimv22018436m	TTLL2	36.364	43.7
Ocbimv22018437m	TTLL2	36.364	43.7
Ocbimv22004681m	CACNA2D4	36.066	43.7
Ocbimv22011245m	TRIM3	36.066	43.7
Ocbimv22003306m	PDE10A	36.0	43.7
Ocbimv22019565m	LARGE1	35.714	43.7
Ocbimv22019566m	LARGE1	35.714	43.7
Ocbimv22028703m	ATP2A2	35.593	43.7
Ocbimv22008586m	HDAC1	35.556	43.7
Ocbimv22010310m	ATAD2B	35.385	43.7
Ocbimv22027147m	SELPLG	34.884	43.7
Ocbimv22039458m	TRPC4	34.884	43.7
Ocbimv22000271m	TTC4	34.848	43.7
Ocbimv22000366m	TUBG1	34.783	43.7
Ocbimv22032433m	DYNC1H1	34.694	43.7
Ocbimv22036688m	ZNFX1	34.694	43.7
Ocbimv22007944m	VPS4B	34.615	43.7
Ocbimv22007945m	VPS4B	34.615	43.7
Ocbimv22007946m	VPS4B	34.615	43.7
Ocbimv22007947m	VPS4B	34.615	43.7
Ocbimv22028356m	WWOX	34.615	43.7
Ocbimv22017657m	SLC35D1	34.545	43.7
Ocbimv22039904m	GMFG	34.091	43.7
Ocbimv22028948m	ITIH1	33.929	43.7
Ocbimv22024724m	RASGRF1	33.846	43.7
Ocbimv22029832m	SLC16A2	33.846	43.7
Ocbimv22029833m	SLC16A2	33.846	43.7
Ocbimv22029834m	SLC16A2	33.846	43.7
Ocbimv22012237m	COL6A6	33.333	43.7
Ocbimv22038664m	SLC22A18	33.333	43.7
Ocbimv22032666m	MIB1	32.727	43.7
Ocbimv22005231m	ABCA6	32.692	43.7
Ocbimv22031661m	PDPK1	32.609	43.7
Ocbimv22031235m	MX2	32.143	43.7
Ocbimv22031237m	MX2	32.143	43.7
Ocbimv22001214m	TSEN15	31.884	43.7
Ocbimv22020857m	TDRD7	31.667	43.7
Ocbimv22013293m	RIPK1	31.579	43.7
Ocbimv22001746m	TEK	31.481	43.7
Ocbimv22006329m	GGT5	31.148	43.7
Ocbimv22006330m	GGT5	31.148	43.7
Ocbimv22006823m	SLC17A9	31.148	43.7
Ocbimv22002525m	GTF2IRD2	31.034	43.7
Ocbimv22023792m	TRAF7	30.909	43.7
Ocbimv22023793m	TRAF7	30.909	43.7
Ocbimv22023794m	TRAF7	30.909	43.7
Ocbimv22023795m	TRAF7	30.909	43.7
Ocbimv22012790m	ZBED9	30.882	43.7
Ocbimv22024609m	TBC1D30	30.769	43.7
Ocbimv22000755m	CAD	30.588	43.7
Ocbimv22015347m	PLEKHG1	30.435	43.7
Ocbimv22018652m	ABCG1	30.0	43.7
Ocbimv22000956m	SLC6A16	28.302	43.7
Ocbimv22006821m	SLC17A9	27.869	43.7
Ocbimv22017592m	TUBD1	27.586	43.7
Ocbimv22036029m	GALR1	27.536	43.7
Ocbimv22003451m	MFSD4B	27.397	43.7
Ocbimv22031711m	SLC17A4	27.368	43.7
Ocbimv22029602m	DSPP	27.027	43.7
Ocbimv22039574m	ITGB4	25.926	43.7
Ocbimv22016703m	PIK3C3	25.0	43.7
Ocbimv22034162m	PDE10A	23.158	43.7
Ocbimv22005651m	GRM7	22.785	43.7
Ocbimv22010838m	DISP2	22.772	43.7
Ocbimv22002255m	GOLGA6L22	21.898	43.7
Ocbimv22032500m	FMNL2	18.667	43.7
Ocbimv22032501m	FMNL2	18.667	43.7
Ocbimv22023461m	PALLD	40.909	43.8
Ocbimv22019371m	ZC3H12B	38.095	43.8
Ocbimv22000270m	TTC4	34.848	43.8
Ocbimv22035690m	FMNL3	29.87	43.8
Ocbimv22024560m	ZNF528	26.471	43.8
Ocbimv22035505m	ADAP1	60.87	43.9
Ocbimv22003923m	EBAG9	43.75	43.9
Ocbimv22003925m	EBAG9	43.75	43.9
Ocbimv22039257m	CEP192	43.243	43.9
Ocbimv22039258m	CEP192	43.243	43.9
Ocbimv22029877m	KALRN	35.556	43.9
Ocbimv22021747m	CDH17	32.927	43.9
Ocbimv22028502m	SRRM5	13.514	43.9
Ocbimv22034237m	PLCZ1	61.538	44.0
Ocbimv22003922m	EBAG9	43.75	44.0
Ocbimv22003924m	EBAG9	43.75	44.0
Ocbimv22001235m	ODF3L1	40.476	44.0
Ocbimv22001236m	ODF3L1	40.476	44.0
Ocbimv22001237m	ODF3L1	40.476	44.0
Ocbimv22035445m	CTNNA1	40.476	44.0
Ocbimv22029099m	CHRNA9	29.032	44.0
Ocbimv22005123m	RPS20	85.714	44.1
Ocbimv22012293m	SRA1	77.778	44.1
Ocbimv22024382m	RPLP1	75.0	44.1
Ocbimv22029167m	VPS4B	73.913	44.1
Ocbimv22032129m	AGBL5	72.0	44.1
Ocbimv22001153m	PTPMT1	69.565	44.1
Ocbimv22001154m	PTPMT1	69.565	44.1
Ocbimv22020968m	ANXA7	68.182	44.1
Ocbimv22027985m	ZNHIT2	65.0	44.1
Ocbimv22027986m	ZNHIT2	65.0	44.1
Ocbimv22034315m	PVALEF	63.333	44.1
Ocbimv22027456m	KIF2C	62.5	44.1
Ocbimv22036904m	DHRS12	58.621	44.1
Ocbimv22024219m	CACNG5	53.333	44.1
Ocbimv22006234m	RAB17	53.125	44.1
Ocbimv22020047m	EPB41L3	53.125	44.1
Ocbimv22014507m	ABCF2	52.941	44.1
Ocbimv22017175m	D2HGDH	50.0	44.1
Ocbimv22020904m	SLC22A9	50.0	44.1
Ocbimv22036591m	LTF	48.649	44.1
Ocbimv22020063m	TRPC1	48.485	44.1
Ocbimv22025738m	TUT7	48.387	44.1
Ocbimv22038407m	FGG	48.387	44.1
Ocbimv22029496m	BCAT2	48.148	44.1
Ocbimv22008197m	FAM183A	46.154	44.1
Ocbimv22000903m	ZBED5	45.946	44.1
Ocbimv22037885m	SLCO1A2	45.455	44.1
Ocbimv22028963m	MAP3K5	45.161	44.1
Ocbimv22007383m	IRF9	45.0	44.1
Ocbimv22007384m	IRF9	45.0	44.1
Ocbimv22007385m	IRF9	45.0	44.1
Ocbimv22015790m	MDC1	44.681	44.1
Ocbimv22008157m	KCNMA1	44.186	44.1
Ocbimv22037999m	PDCD2L	44.118	44.1
Ocbimv22003403m	MAP3K5	43.902	44.1
Ocbimv22003404m	MAP3K5	43.902	44.1
Ocbimv22003405m	MAP3K5	43.902	44.1
Ocbimv22003406m	MAP3K5	43.902	44.1
Ocbimv22003407m	MAP3K5	43.902	44.1
Ocbimv22003408m	MAP3K5	43.902	44.1
Ocbimv22020255m	SLC12A7	43.902	44.1
Ocbimv22025306m	CPE	42.5	44.1
Ocbimv22025307m	CPE	42.5	44.1
Ocbimv22037764m	LOXL3	42.424	44.1
Ocbimv22004206m	CCNL1	42.105	44.1
Ocbimv22019346m	GLIPR1L1	42.105	44.1
Ocbimv22028243m	FBXL20	41.86	44.1
Ocbimv22000040m	UBE2H	41.667	44.1
Ocbimv22011253m	PIK3C2A	41.176	44.1
Ocbimv22011254m	PIK3C2A	41.176	44.1
Ocbimv22020485m	B3GALNT1	41.071	44.1
Ocbimv22015906m	SLC2A8	40.476	44.1
Ocbimv22022667m	KCTD4	40.426	44.1
Ocbimv22013639m	UBE2A	40.0	44.1
Ocbimv22038206m	SLC22A7	40.0	44.1
Ocbimv22019086m	NEK8	39.583	44.1
Ocbimv22029227m	PAM	39.535	44.1
Ocbimv22036995m	COLGALT2	39.535	44.1
Ocbimv22002396m	AKAP7	39.474	44.1
Ocbimv22016802m	THOC5	39.13	44.1
Ocbimv22002774m	GRIN3B	39.024	44.1
Ocbimv22038353m	HIF1A	38.889	44.1
Ocbimv22018338m	PRUNE2	38.776	44.1
Ocbimv22020411m	DUSP3	38.636	44.1
Ocbimv22015461m	SVEP1	38.462	44.1
Ocbimv22025716m	FAM200B	38.095	44.1
Ocbimv22011048m	RBM12B	37.778	44.1
Ocbimv22022792m	DHX30	37.778	44.1
Ocbimv22022793m	DHX30	37.778	44.1
Ocbimv22011853m	DIAPH1	37.255	44.1
Ocbimv22033391m	DNAH12	37.255	44.1
Ocbimv22033392m	DNAH12	37.255	44.1
Ocbimv22035594m	AGPAT4	37.255	44.1
Ocbimv22001369m	SULT1C2	37.209	44.1
Ocbimv22030416m	SLC23A3	37.209	44.1
Ocbimv22030417m	SLC23A3	37.209	44.1
Ocbimv22002610m	TSPAN4	36.735	44.1
Ocbimv22009748m	ABCB1	36.735	44.1
Ocbimv22009749m	ABCB1	36.735	44.1
Ocbimv22021061m	EHMT1	36.585	44.1
Ocbimv22021062m	EHMT1	36.585	44.1
Ocbimv22003467m	TMPRSS6	36.17	44.1
Ocbimv22009339m	ROBO2	36.17	44.1
Ocbimv22031947m	TRIT1	36.17	44.1
Ocbimv22009007m	CASP14	35.849	44.1
Ocbimv22012239m	COL22A1	35.417	44.1
Ocbimv22012440m	SLC9A5	35.417	44.1
Ocbimv22012441m	SLC9A5	35.417	44.1
Ocbimv22012442m	SLC9A5	35.417	44.1
Ocbimv22034509m	MBOAT1	35.417	44.1
Ocbimv22022397m	HSD17B1	35.088	44.1
Ocbimv22022191m	CCNJ	35.0	44.1
Ocbimv22017372m	DNHD1	34.921	44.1
Ocbimv22029309m	SLC16A4	34.884	44.1
Ocbimv22026479m	OXSM	34.694	44.1
Ocbimv22026480m	OXSM	34.694	44.1
Ocbimv22033386m	ACOX1	34.615	44.1
Ocbimv22033387m	ACOX1	34.615	44.1
Ocbimv22016026m	CDH8	34.0	44.1
Ocbimv22001877m	KCNK7	33.929	44.1
Ocbimv22015412m	ZMYM6	33.333	44.1
Ocbimv22023953m	CHPF2	33.333	44.1
Ocbimv22037603m	ADH6	33.333	44.1
Ocbimv22025315m	BMPER	32.759	44.1
Ocbimv22028562m	PIK3C3	32.692	44.1
Ocbimv22036952m	FBXW11	32.692	44.1
Ocbimv22019698m	PAK2	32.558	44.1
Ocbimv22003705m	ABHD6	32.203	44.1
Ocbimv22023230m	SETMAR	32.203	44.1
Ocbimv22023456m	IGFN1	32.203	44.1
Ocbimv22033403m	IL17D	32.143	44.1
Ocbimv22000642m	WDR59	32.0	44.1
Ocbimv22007646m	ZAN	31.818	44.1
Ocbimv22009012m	MYLK	31.373	44.1
Ocbimv22023866m	SULT1C2	31.373	44.1
Ocbimv22011604m	FBXL15	31.25	44.1
Ocbimv22006822m	SLC17A9	31.148	44.1
Ocbimv22012347m	CAPS2	31.034	44.1
Ocbimv22013076m	SCFD1	30.357	44.1
Ocbimv22021378m	REST	30.357	44.1
Ocbimv22020879m	LIPH	30.0	44.1
Ocbimv22034805m	SLC6A16	28.947	44.1
Ocbimv22010917m	PAM	28.814	44.1
Ocbimv22025276m	ANKRD44	27.957	44.1
Ocbimv22005405m	RANBP6	27.711	44.1
Ocbimv22025743m	SLC22A15	26.667	44.1
Ocbimv22035673m	DNHD1	26.562	44.1
Ocbimv22009615m	PKDREJ	25.641	44.1
Ocbimv22009616m	PKDREJ	25.641	44.1
Ocbimv22002626m	FKBP5	23.684	44.1
Ocbimv22031625m	PRPF38B	18.31	44.1
Ocbimv22025453m	LMNB1	47.222	44.2
Ocbimv22014172m	TMEM237	40.541	44.2
Ocbimv22037450m	SLC4A1AP	36.735	44.2
Ocbimv22038114m	PAXIP1	35.417	44.2
Ocbimv22028983m	ZNF865	33.333	44.2
Ocbimv22028984m	ZNF865	33.333	44.2
Ocbimv22013445m	C2CD2	28.0	44.2
Ocbimv22012393m	KIF2A	40.741	44.3
Ocbimv22009051m	TRIM33	35.849	44.3
Ocbimv22001029m	ZNF236	29.825	44.3
Ocbimv22016238m	RECQL4	66.667	44.4
Ocbimv22021915m	BHLHE22	66.667	44.4
Ocbimv22017211m	KIF9	44.898	44.4
Ocbimv22037296m	NINL	38.0	44.4
Ocbimv22037297m	NINL	38.0	44.4
Ocbimv22037298m	NINL	38.0	44.4
Ocbimv22009049m	TRIM33	35.849	44.4
Ocbimv22009050m	TRIM33	35.849	44.4
Ocbimv22009052m	TRIM33	35.849	44.4
Ocbimv22014831m	ARL13B	45.455	44.5
Ocbimv22014832m	ARL13B	45.455	44.5
Ocbimv22031221m	YY1AP1	43.902	44.5
Ocbimv22003211m	CTTNBP2	40.541	44.5
Ocbimv22015551m	KIF2B	36.842	44.5
Ocbimv22015552m	KIF2B	36.842	44.5
Ocbimv22006449m	GRID2	36.538	44.5
Ocbimv22022887m	FBXW9	28.571	44.5
Ocbimv22022888m	FBXW9	28.571	44.5
Ocbimv22033286m	PTPRN2	76.19	44.6
Ocbimv22001228m	KCTD21	70.833	44.6
Ocbimv22006955m	DPEP2	68.182	44.6
Ocbimv22039853m	PATJ	67.857	44.6
Ocbimv22008419m	RFX4	65.217	44.6
Ocbimv22033398m	FGD4	63.636	44.6
Ocbimv22028255m	ACSBG2	61.538	44.6
Ocbimv22028256m	ACSBG2	61.538	44.6
Ocbimv22017437m	HLA-F	60.87	44.6
Ocbimv22018444m	MYL7	60.714	44.6
Ocbimv22020805m	DNAJC18	60.0	44.6
Ocbimv22030497m	TMBIM4	55.556	44.6
Ocbimv22011311m	GSTA1	54.545	44.6
Ocbimv22011680m	KCNK13	54.286	44.6
Ocbimv22029779m	NPAS3	52.941	44.6
Ocbimv22032610m	AMPD3	52.941	44.6
Ocbimv22022767m	TFPI2	51.852	44.6
Ocbimv22034398m	CD82	51.852	44.6
Ocbimv22022455m	ZNF583	51.724	44.6
Ocbimv22029618m	SLC5A8	51.282	44.6
Ocbimv22013822m	PDXP	50.0	44.6
Ocbimv22014218m	description:novel	50.0	44.6
Ocbimv22030135m	BLK	50.0	44.6
Ocbimv22009190m	DYNLT5	48.718	44.6
Ocbimv22039366m	ZBED8	48.718	44.6
Ocbimv22030741m	GTF2IRD2	47.619	44.6
Ocbimv22005050m	description:novel	47.222	44.6
Ocbimv22036221m	FAM98C	47.222	44.6
Ocbimv22036222m	FAM98C	47.222	44.6
Ocbimv22031148m	TRIM45	46.875	44.6
Ocbimv22029807m	CHST14	46.512	44.6
Ocbimv22025105m	CTSF	46.429	44.6
Ocbimv22022708m	CNOT8	46.154	44.6
Ocbimv22014261m	ITGB1	45.714	44.6
Ocbimv22032472m	PKM	45.714	44.6
Ocbimv22008983m	ZNF132	45.455	44.6
Ocbimv22038192m	PXDNL	45.0	44.6
Ocbimv22013894m	GCGR	44.737	44.6
Ocbimv22005391m	ESR1	44.444	44.6
Ocbimv22005394m	ESR1	44.444	44.6
Ocbimv22037595m	ANPEP	44.231	44.6
Ocbimv22039155m	RAD51D	43.59	44.6
Ocbimv22039156m	RAD51D	43.59	44.6
Ocbimv22017047m	COPS8	43.243	44.6
Ocbimv22003120m	ADAMTS20	43.182	44.6
Ocbimv22016207m	COASY	43.182	44.6
Ocbimv22016208m	COASY	43.182	44.6
Ocbimv22027777m	FAM200B	43.182	44.6
Ocbimv22011101m	SLC22A14	42.857	44.6
Ocbimv22011557m	SLC8A2	42.308	44.6
Ocbimv22031747m	KY	42.222	44.6
Ocbimv22012455m	PLAC8	42.105	44.6
Ocbimv22012456m	PLAC8	42.105	44.6
Ocbimv22017843m	ELOVL7	42.105	44.6
Ocbimv22037254m	UCHL1	42.105	44.6
Ocbimv22004911m	SPINT2	41.667	44.6
Ocbimv22003208m	CTTNBP2	40.541	44.6
Ocbimv22003209m	CTTNBP2	40.541	44.6
Ocbimv22003210m	CTTNBP2	40.541	44.6
Ocbimv22003212m	CTTNBP2	40.541	44.6
Ocbimv22012030m	GPALPP1	40.476	44.6
Ocbimv22003739m	SYT8	39.583	44.6
Ocbimv22018499m	CASP9	39.583	44.6
Ocbimv22023898m	ABCC8	39.13	44.6
Ocbimv22032568m	ZNF354B	39.13	44.6
Ocbimv22019971m	NDUFA4L2	39.024	44.6
Ocbimv22027295m	TNFAIP3	38.636	44.6
Ocbimv22037149m	GNG12	38.298	44.6
Ocbimv22023455m	IGSF22	37.255	44.6
Ocbimv22014383m	OBSCN	36.842	44.6
Ocbimv22034850m	CHRNA7	36.842	44.6
Ocbimv22012937m	ADGRB2	36.735	44.6
Ocbimv22006282m	VARS2	36.538	44.6
Ocbimv22007745m	SLC22A4	36.364	44.6
Ocbimv22016252m	HNRNPA3	36.17	44.6
Ocbimv22018350m	SLC6A16	35.714	44.6
Ocbimv22031154m	RIN3	35.714	44.6
Ocbimv22023868m	SPATA5L1	35.593	44.6
Ocbimv22025597m	CENATAC	35.556	44.6
Ocbimv22032879m	SORL1	35.294	44.6
Ocbimv22012266m	CHRNA7	35.088	44.6
